epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,105.32,1.75699,1.86871,2.88412,1.08565,0,0.46207,0.33654,0.3242,0.16949,0.47615,0.31901,0.29587,0.16679,1.21768,1.18219,3.93636,0.92704,0,0.001604,0.001604,0.001604
12,115.161,2.01081,1.94491,2.92272,0.985,0,0.36808,0.40865,0.24612,0.13289,0.35576,0.39559,0.22025,0.1136,1.0359,1.10826,10.6913,0.80335,0,0.0015644,0.0015644,0.0015644
13,124.732,1.7728,1.86409,1.87739,1.04227,0,0.29726,0.60096,0.22436,0.1092,0.24716,0.5,0.16919,0.07635,1.07482,1.17149,17.7149,0.82865,0,0.0015248,0.0015248,0.0015248
14,134.089,1.65392,1.69792,3.55246,0.98736,0,0.63685,0.51431,0.52203,0.26863,0.54296,0.42836,0.43193,0.24196,1.03909,1.02498,3.68398,0.77665,0,0.0014852,0.0014852,0.0014852
15,143.587,1.76396,1.86715,2.67956,0.98107,0,0.67406,0.49519,0.51425,0.2891,0.65876,0.49038,0.52401,0.30143,0.98391,1.02833,3.74091,0.77607,0,0.0014456,0.0014456,0.0014456
16,152.963,1.73327,1.95411,1.8307,1.04805,0,0.46851,0.4375,0.39138,0.23328,0.47923,0.37019,0.32823,0.19186,0.94476,1.07004,5.93113,0.77522,0,0.001406,0.001406,0.001406
17,161.801,1.6406,1.69553,3.0364,1.03874,0,0.63624,0.555,0.49396,0.26029,0.58461,0.48077,0.41567,0.19684,1.13456,1.37749,5.36763,0.8471,0,0.0013664,0.0013664,0.0013664
18,170.813,1.72209,1.76573,2.52526,0.9865,0,0.37395,0.50481,0.29545,0.16288,0.35899,0.48734,0.27996,0.14901,1.02609,1.19988,7.16761,0.77668,0,0.0013268,0.0013268,0.0013268
19,180.409,1.80998,1.70547,2.6041,0.9281,0,0.25674,0.53365,0.19993,0.09907,0.26266,0.52885,0.19266,0.08594,0.94,1.02831,39.6638,0.75753,0,0.0012872,0.0012872,0.0012872
20,190.043,1.62625,1.6755,1.97646,1.02119,0,0.56141,0.56616,0.46533,0.26132,0.55452,0.49671,0.40613,0.19607,0.88943,0.98385,5.83502,0.75341,0,0.0012476,0.0012476,0.0012476
21,199.609,1.90026,1.74481,2.04753,1.05063,0,0.68491,0.42308,0.48517,0.2704,0.6763,0.4018,0.44667,0.22419,1.08201,1.25394,4.45718,0.83544,0,0.001208,0.001208,0.001208
22,208.859,1.64801,1.79373,2.32617,0.96725,0,0.74134,0.57692,0.64191,0.30886,0.66343,0.51442,0.54794,0.25257,0.87789,1.10307,2.96101,0.74158,0,0.0011684,0.0011684,0.0011684
23,218.012,1.50269,1.6055,1.99418,1.01306,0,0.72313,0.60096,0.61751,0.31666,0.72426,0.52885,0.54441,0.25239,0.86503,1.02106,3.58541,0.72772,0,0.0011288,0.0011288,0.0011288
24,228.404,1.7678,1.73173,1.86369,0.90592,0,0.64604,0.63179,0.61577,0.35776,0.55117,0.53727,0.50433,0.27198,0.98057,0.99737,5.20742,0.78902,0,0.0010892,0.0010892,0.0010892
25,238.151,1.72344,1.67873,2.31636,0.91161,0,0.66903,0.58173,0.58267,0.28928,0.59957,0.5471,0.53542,0.26713,1.09684,1.09556,2.73674,0.8139,0,0.0010496,0.0010496,0.0010496
26,247.222,1.62092,1.61205,1.95343,0.99665,0,0.66063,0.62019,0.5938,0.30343,0.52391,0.5,0.44246,0.18046,0.98983,1.0363,2.29718,0.79123,0,0.00101,0.00101,0.00101
27,256.5,1.62044,1.70842,1.82131,0.96457,0,0.67955,0.58112,0.58174,0.30904,0.50731,0.5,0.43381,0.20022,0.95297,1.00367,4.05584,0.75753,0,0.0009704,0.0009704,0.0009704
28,265.944,1.80399,1.67982,1.87,0.89882,0,0.58863,0.61538,0.52058,0.28578,0.49703,0.54635,0.41934,0.20536,0.89122,1.02252,3.18288,0.7428,0,0.0009308,0.0009308,0.0009308
29,275.486,1.63298,1.54389,1.41851,0.99058,0,0.6418,0.60577,0.56867,0.26869,0.53993,0.50962,0.40637,0.15511,0.87574,0.97558,3.32136,0.74113,0,0.0008912,0.0008912,0.0008912
30,284.603,1.44946,1.51214,1.89616,0.95255,0,0.71455,0.57692,0.62905,0.30546,0.59092,0.49038,0.43303,0.17808,0.94566,1.01098,1.92663,0.75222,0,0.0008516,0.0008516,0.0008516
31,293.924,1.58061,1.74485,1.33117,0.95925,0,0.76463,0.64038,0.67188,0.36885,0.67683,0.55769,0.56233,0.27924,0.90339,0.99891,1.77562,0.73847,0,0.000812,0.000812,0.000812
32,303.273,1.57678,1.56455,1.35344,1.00069,0,0.6275,0.63981,0.65078,0.38446,0.60397,0.57189,0.57701,0.29649,0.84809,0.97435,2.50942,0.72145,0,0.0007724,0.0007724,0.0007724
33,312.756,1.62212,1.7082,1.56812,0.91874,0,0.62727,0.63462,0.63041,0.36916,0.5493,0.55079,0.51985,0.2665,0.85475,0.9897,4.06314,0.73112,0,0.0007328,0.0007328,0.0007328
34,321.798,1.40202,1.44234,1.83063,0.88381,0,0.72776,0.59615,0.66507,0.35163,0.56356,0.50481,0.48072,0.23193,0.88391,1.04915,2.50045,0.73823,0,0.0006932,0.0006932,0.0006932
35,331.304,1.47398,1.57634,1.82567,0.90024,0,0.71983,0.63462,0.6669,0.34987,0.62,0.52885,0.50288,0.21292,0.86817,1.04652,1.72085,0.74298,0,0.0006536,0.0006536,0.0006536
36,340.285,1.64029,1.71565,1.60136,0.99,0,0.65953,0.67788,0.66613,0.35039,0.61745,0.57212,0.53196,0.24186,0.84858,1.02231,1.60949,0.74163,0,0.000614,0.000614,0.000614
37,349.518,1.5157,1.50127,1.39818,0.9823,0,0.67465,0.66346,0.62028,0.35971,0.59062,0.56731,0.48238,0.26075,0.79477,0.96875,1.74742,0.72433,0,0.0005744,0.0005744,0.0005744
38,359.05,1.52342,1.59835,1.50145,0.91566,0,0.7145,0.67788,0.66219,0.37074,0.614,0.55827,0.49252,0.26221,0.87572,0.96515,1.78183,0.74681,0,0.0005348,0.0005348,0.0005348
39,368.166,1.48333,1.53731,1.71932,0.97247,0,0.67762,0.69231,0.67884,0.37542,0.57977,0.59135,0.53146,0.27519,0.96651,1.00579,1.31963,0.77666,0,0.0004952,0.0004952,0.0004952
40,377.92,1.6296,1.60289,1.48542,0.96464,0,0.66491,0.73558,0.68239,0.3852,0.59583,0.61662,0.53842,0.26061,0.84582,0.98074,1.1652,0.71183,0,0.0004556,0.0004556,0.0004556
41,386.68,1.27639,1.37535,1.98287,0.88496,0,0.72171,0.70192,0.70678,0.40378,0.58349,0.5725,0.49904,0.25856,0.78506,1.02854,1.06197,0.68924,0,0.000416,0.000416,0.000416
42,395.159,1.11225,1.16757,2.19857,0.79149,0,0.73747,0.6875,0.69003,0.40829,0.57928,0.59135,0.50984,0.26201,0.80442,1.06694,0.95276,0.70157,0,0.0003764,0.0003764,0.0003764
43,403.719,1.27149,1.27175,1.90023,0.85052,0,0.73295,0.66827,0.67515,0.39863,0.57958,0.58324,0.52573,0.26082,0.82885,1.04296,0.91345,0.7126,0,0.0003368,0.0003368,0.0003368
44,412.327,1.34842,1.37282,1.88167,0.83419,0,0.75357,0.67627,0.65657,0.37933,0.6268,0.5625,0.49901,0.24615,0.82276,0.98347,1.00841,0.71233,0,0.0002972,0.0002972,0.0002972
45,420.908,1.26841,1.47211,1.70931,0.87837,0,0.72445,0.69712,0.64807,0.36325,0.57703,0.57212,0.49511,0.25563,0.83005,0.97146,1.0767,0.71047,0,0.0002576,0.0002576,0.0002576
46,429.424,1.15174,1.22712,1.95827,0.80792,0,0.67938,0.69274,0.65917,0.38517,0.54543,0.61058,0.51303,0.26933,0.80788,0.94336,0.97786,0.70421,0,0.000218,0.000218,0.000218
47,437.58,1.17484,1.2718,1.80136,0.78147,0,0.6594,0.67948,0.66064,0.39576,0.55152,0.59615,0.5322,0.27561,0.79925,0.93574,0.8731,0.70096,0,0.0001784,0.0001784,0.0001784
